order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.061,0.9213,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; best current candidate Qwen2.5-Omni|neurovoz|encoder_probe|all = 0.9213 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.921; same-tier values: 0.8895 (neurovoz five split nested, mean of 5 repeats (js, current), 0.8895 (neurovoz five split nested, mean of 5 repeats, current), 0.8924 (neurovoz NeuroVoz Omni encoder nested probe AUC, , current), 0.9092 (neurovoz five split nested, mean of 1 repeats (js, current)",current,no,point,Probing Results,L149_1411,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.001,0.9213,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; best current candidate Qwen2.5-Omni|neurovoz|encoder_probe|all = 0.9213 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.921; same-tier values: 0.8895 (neurovoz five split nested, mean of 5 repeats (js, current), 0.8895 (neurovoz five split nested, mean of 5 repeats, current), 0.8924 (neurovoz NeuroVoz Omni encoder nested probe AUC, , current), 0.9092 (neurovoz five split nested, mean of 1 repeats (js, current)",current,no,point,Probing Results,L149_1421,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",38,,,,UNMATCHED,,count 38 not found as n or n_spk in index rows for pitt_agematched,,no,integer,Probing Results,L149_1433,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",907,,,,UNMATCHED,,count 907 not found as n or n_spk in index rows for pitt_agematched,,no,integer,Probing Results,L149_1472,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",0.90,0.7953,<local data dir>/release/overnight2/part10/pitt_enc_nested5_oof.npz,"encoder probe 5split nested, clip level, agematched",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=encoder_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt_agematched|encoder_probe|all = 0.7953 (encoder probe 5split nested, clip level, agematched) rounds to 0.80; same-tier values: 0.7953 (pitt_agematched encoder probe 5split nested, clip level,, current)",current,no,point,Probing Results,L149_1507,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",0.63,0.654,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, clip level, agematched",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|pitt_agematched|zero_shot|all = 0.654 (zero shot answer, clip level, agematched) rounds to 0.65; same-tier values: 0.654 (pitt_agematched zero shot answer, clip level, agematched, current)",current,no,point,Probing Results,L149_1527,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",0.71,,,,UNMATCHED,,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=confound; arm=all]; hint: equal after rounding: Qwen2.5-Omni|kcl|zero_shot|all=0.7143 (omni_kcl_zeroshot.json) / Qwen2.5-Omni|edaic_mid300|answer_state_probe|all=0.7065 (o25_mid300_nested_repeats.json) / Qwen2.5-Omni|edaic_full|lm_probe|all=0.7088 (edaic_full_perclip.csv),,no,point,Probing Results,L149_1595,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On the age-matched clips age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",0.39,0.3866,<local data dir>/DementiaBank/pitt_manifest.csv,"age alone, clip level, agematched",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=age_alone; arm=all]; tier current,current,no,point,Probing Results,L149_1690,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On the age-matched clips age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",0.80,0.7953,<local data dir>/release/overnight2/part10/pitt_enc_nested5_oof.npz,"encoder probe 5split nested, clip level, agematched",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=encoder_probe; arm=all]; tier current,current,no,point,Probing Results,L149_1728,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On the age-matched clips age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",0.65,0.654,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, clip level, agematched",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=zero_shot; arm=all]; tier current,current,no,point,Probing Results,L149_1758,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On the Pitt dataset the probe on the language model's states at the audio-token positions reaches 0.80, and a probe on the final-layer answer state 0.77.",0.80,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; tier current,current,no,point,Probing Results,L149_1966,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On the Pitt dataset the probe on the language model's states at the audio-token positions reaches 0.80, and a probe on the final-layer answer state 0.77.",0.77,0.7709,<local data dir>/release/overnight2/part10/o25_pitt_states.npz,"ans_final_stage, GroupKFold(5) by speaker",MATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=answer_state_probe; arm=all]; tier current; same-tier values that round differently: 0.7631 (pitt ans_nested, outer GroupKFold(5) by speak, current), 0.7636 (pitt five split nested, mean of 5 repeats (js, current), 0.7636 (pitt five split nested, mean of 5 repeats, current)",current,no,point,Probing Results,L149_2016,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",0.66,-0.0109,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=readout_cosine; arm=all]; best current candidate Qwen2.5-Omni|pitt|readout_cosine|all = -0.0109 (readout direction (d_weighted), part10) rounds to -0.01; same-tier values: -0.0109 (pitt readout direction (d_weighted), part10, current), 0.0194 (edaic readout direction (d_weighted), part10, current)",current,no,point,Probing Results,L149_2192,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",0.77,-0.0109,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=readout_cosine; arm=all]; best current candidate Qwen2.5-Omni|pitt|readout_cosine|all = -0.0109 (readout direction (d_weighted), part10) rounds to -0.01; same-tier values: -0.0109 (pitt readout direction (d_weighted), part10, current), 0.0194 (edaic readout direction (d_weighted), part10, current)",current,no,point,Probing Results,L149_2262,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",0.77,-0.0109,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=readout_cosine; arm=all]; best current candidate Qwen2.5-Omni|pitt|readout_cosine|all = -0.0109 (readout direction (d_weighted), part10) rounds to -0.01; same-tier values: -0.0109 (pitt readout direction (d_weighted), part10, current), 0.0194 (edaic readout direction (d_weighted), part10, current)",current,no,point,Probing Results,L149_2283,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).",0.01,-0.0109,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=readout_cosine; arm=all]; best current candidate Qwen2.5-Omni|pitt|readout_cosine|all = -0.0109 (readout direction (d_weighted), part10) rounds to -0.01; same-tier values: -0.0109 (pitt readout direction (d_weighted), part10, current), 0.0194 (edaic readout direction (d_weighted), part10, current)",current,no,point,Probing Results,L149_2356,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",0.62,0.9372,<local data dir>/release/overnight2/q3o_new/q3o_neurovoz_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen3-Omni; data=any; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; best current candidate Qwen3-Omni|neurovoz|encoder_probe|all = 0.9372 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.94; same-tier values: 0.0001073 (adresso adresso adresso_groupkfold5_pod_seed0..4, current), 0.0003011 (adress2020 adress2020 adress2020_groupkfold5_pod_se, current), 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.5139 (edaic_conflict_390 nested, 390 conflict-manifest rows, 30 s, current)",current,no,point,Probing Results,L149_2463,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",0.77,0.7661,<local data dir>/release/overnight2/q3o_new/q3o_kcl_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MATCH,,"context [model=Qwen3-Omni; data=any; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; tier current; same-tier values that round differently: 0.0001073 (adresso adresso adresso_groupkfold5_pod_seed0..4, current), 0.0003011 (adress2020 adress2020 adress2020_groupkfold5_pod_se, current), 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.5139 (edaic_conflict_390 nested, 390 conflict-manifest rows, 30 s, current)",current,no,point,Probing Results,L149_2472,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",0.82,0.8237,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_ans_perlayer.csv,"Q3O Pitt ANSWER STATE nested probe AUC (5-repeat mean, stage chosen inside the training folds)",MATCH,,"context [model=Qwen3-Omni; data=any; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; tier current; same-tier values that round differently: 0.0001073 (adresso adresso adresso_groupkfold5_pod_seed0..4, current), 0.0003011 (adress2020 adress2020 adress2020_groupkfold5_pod_se, current), 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.5139 (edaic_conflict_390 nested, 390 conflict-manifest rows, 30 s, current)",current,no,point,Probing Results,L149_2491,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",0.83,0.8276,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_encoder_perlayer.csv,"Q3O Pitt ENCODER best single stage = layer 30 (descriptive max, oracle-selected)",MATCH,,"context [model=Qwen3-Omni; data=any; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; tier current; same-tier values that round differently: 0.0001073 (adresso adresso adresso_groupkfold5_pod_seed0..4, current), 0.0003011 (adress2020 adress2020 adress2020_groupkfold5_pod_se, current), 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.5139 (edaic_conflict_390 nested, 390 conflict-manifest rows, 30 s, current)",current,no,point,Probing Results,L149_2500,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",0.81,0.8122,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_encoder_nested_oof.csv,"mean of five per-repeat AUCs (five split nested, layer chosen inside the training folds), POD3 re-extraction; the AUC of the averaged probabilities is 0.8354 and is NOT used; per-repeat AUCs also in p",MATCH,,"context [model=Qwen3-Omni; data=any; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; tier current; same-tier values that round differently: 0.0001073 (adresso adresso adresso_groupkfold5_pod_seed0..4, current), 0.0003011 (adress2020 adress2020 adress2020_groupkfold5_pod_se, current), 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.5139 (edaic_conflict_390 nested, 390 conflict-manifest rows, 30 s, current)",current,no,point,Probing Results,L149_2510,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
