row,part,task,id,paper_role,sampled,value_verified,lo,hi,n,file,resolved,method,config,check_value,check_lo,check_hi,value_status,ci_status,note
579,16,SEED,SEED15_3b,PAPER VALUE,paper value,0.8307,,,468,part16/pod_sync/readout_direction_q3o.csv,<local data dir>/release/edaic_rerun/part16/pod_sync/readout_direction_q3o.csv,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/pod_sync/readout_direction_q3o.csv,,,,FOUND IN FILE,,
580,16,SEED,SEED16_3b,PAPER VALUE,paper value,0.7656,,,468,part16/pod_sync/readout_direction_q3o.csv,<local data dir>/release/edaic_rerun/part16/pod_sync/readout_direction_q3o.csv,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/pod_sync/readout_direction_q3o.csv,,,,FOUND IN FILE,,
581,16,SEED,SEED17_3b,SUPERSEDED / NOT USED,random 10%,0.8305,,,468,part16/pod_sync/readout_direction_q3o.csv,<local data dir>/release/edaic_rerun/part16/pod_sync/readout_direction_q3o.csv,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/pod_sync/readout_direction_q3o.csv,,,,FOUND IN FILE,,
582,17,T1,T1_o25_conflict,PAPER VALUE,paper value,0.2218,0.1829,0.2632,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_o25],0.2218,0.1829,0.2632,MATCH (recomputed),CI MATCH,
584,17,T1,T1_o25_agreement_NEW_311distinct,PAPER VALUE,paper value,0.9647,0.9376,0.9857,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_o25],0.9647,0.9376,0.9857,MATCH (recomputed),CI MATCH,
585,17,T1,T1_o25_paired_conflict_minus_agreement_NEW_311distinct,PAPER VALUE,paper value,-0.7429,-0.7869,-0.6944,794,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_o25] MINUS auc agreement_distinct [p_o25],-0.7429,-0.7869,-0.6944,MATCH (recomputed),CI MATCH,
586,17,T1,T1_q2a_conflict,PAPER VALUE,paper value,0.2280,0.1816,0.2782,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_q2a],0.2280,0.1816,0.2782,MATCH (recomputed),CI MATCH,
588,17,T1,T1_q2a_agreement_NEW_311distinct,PAPER VALUE,paper value,0.9608,0.9351,0.9814,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_q2a],0.9608,0.9351,0.9814,MATCH (recomputed),CI MATCH,
589,17,T1,T1_q2a_paired_conflict_minus_agreement_NEW_311distinct,PAPER VALUE,paper value,-0.7328,-0.7780,-0.6837,794,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_q2a] MINUS auc agreement_distinct [p_q2a],-0.7328,-0.7780,-0.6837,MATCH (recomputed),CI MATCH,
590,17,T1,T1_q3o_conflict,PAPER VALUE,paper value,0.3008,0.2454,0.3641,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_q3o],0.3008,0.2454,0.3641,MATCH (recomputed),CI MATCH,
592,17,T1,T1_q3o_agreement_NEW_311distinct,PAPER VALUE,paper value,0.9727,0.9507,0.9904,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_q3o],0.9727,0.9507,0.9904,MATCH (recomputed),CI MATCH,
593,17,T1,T1_q3o_paired_conflict_minus_agreement_NEW_311distinct,PAPER VALUE,paper value,-0.6719,-0.7266,-0.6105,794,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_q3o] MINUS auc agreement_distinct [p_q3o],-0.6719,-0.7266,-0.6105,MATCH (recomputed),CI MATCH,
594,17,T1,T1_af2_conflict,PAPER VALUE,paper value,0.5286,0.4512,0.6015,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_af2],0.5286,0.4512,0.6015,MATCH (recomputed),CI MATCH,
596,17,T1,T1_af2_agreement_NEW_311distinct,PAPER VALUE,paper value,0.6297,0.5451,0.7087,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_af2],0.6297,0.5451,0.7087,MATCH (recomputed),CI MATCH,
597,17,T1,T1_af2_paired_conflict_minus_agreement_NEW_311distinct,PAPER VALUE,paper value,-0.1011,-0.1647,-0.0384,794,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_af2] MINUS auc agreement_distinct [p_af2],-0.1011,-0.1647,-0.0384,MATCH (recomputed),CI MATCH,
598,17,T1,T1_af3_conflict,PAPER VALUE,paper value,0.4235,0.3606,0.4880,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_af3],0.4235,0.3606,0.4880,MATCH (recomputed),CI MATCH,
600,17,T1,T1_af3_agreement_NEW_311distinct,PAPER VALUE,paper value,0.8425,0.7963,0.8854,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_af3],0.8425,0.7963,0.8854,MATCH (recomputed),CI MATCH,
601,17,T1,T1_af3_paired_conflict_minus_agreement_NEW_311distinct,PAPER VALUE,paper value,-0.4190,-0.4878,-0.3461,794,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_af3] MINUS auc agreement_distinct [p_af3],-0.4190,-0.4878,-0.3461,MATCH (recomputed),CI MATCH,
602,17,T1,T1_kimi_conflict,PAPER VALUE,paper value,0.5258,0.4501,0.5977,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_kimi],0.5258,0.4501,0.5977,MATCH (recomputed),CI MATCH,
604,17,T1,T1_kimi_agreement_NEW_311distinct,PAPER VALUE,paper value,0.8936,0.8479,0.9329,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_kimi],0.8936,0.8479,0.9329,MATCH (recomputed),CI MATCH,
605,17,T1,T1_kimi_paired_conflict_minus_agreement_NEW_311distinct,PAPER VALUE,paper value,-0.3678,-0.4394,-0.3020,794,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_kimi] MINUS auc agreement_distinct [p_kimi],-0.3678,-0.4394,-0.3020,MATCH (recomputed),CI MATCH,
606,17,T1,T1_o25t_conflict,PAPER VALUE,paper value,0.1498,0.1131,0.1887,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_o25t],0.1498,0.1131,0.1887,MATCH (recomputed),CI MATCH,
608,17,T1,T1_o25t_agreement_NEW_311distinct,PAPER VALUE,paper value,0.9620,0.9345,0.9822,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_o25t],0.9620,0.9345,0.9822,MATCH (recomputed),CI MATCH,
610,17,T1,T1_q2at_conflict,PAPER VALUE,paper value,0.2359,0.1851,0.2886,483,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_all966.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_q2at],0.2359,0.1851,0.2886,MATCH (recomputed),CI MATCH,
612,17,T1,T1_q2at_agreement_NEW_311distinct,PAPER VALUE,paper value,0.9199,0.8791,0.9560,311,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,<local data dir>/release/edaic_rerun/part17/T1_perclip_distinct_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_q2at],0.9199,0.8791,0.9560,MATCH (recomputed),CI MATCH,
620,17,T2,T2_adress2020_single_mac_egemaps_adress2020,RELEASED ONLY,random 10%,1.110e-16,,,156,<local data dir>/release/folds/adress2020_groupkfold5_mac.csv,<local data dir>/release/folds/adress2020_groupkfold5_mac.csv,lookup in cited summary file,<local data dir>/release/folds/adress2020_groupkfold5_mac.csv,,,,FOUND IN FILE,,
623,17,T2,T2_neurovoz_single_mac_q2a_probe2_neurovoz,RELEASED ONLY,random 10%,1.110e-16,,,1270,<local data dir>/release/folds/neurovoz_groupkfold5_mac.csv,<local data dir>/release/folds/neurovoz_groupkfold5_mac.csv,lookup in cited summary file,<local data dir>/release/folds/neurovoz_groupkfold5_mac.csv,,,,FOUND IN FILE,,
624,17,T2,T2_neurovoz_single_mac_egemaps_neurovoz,RELEASED ONLY,random 10%,1.110e-16,,,1270,<local data dir>/release/folds/neurovoz_groupkfold5_mac.csv,<local data dir>/release/folds/neurovoz_groupkfold5_mac.csv,lookup in cited summary file,<local data dir>/release/folds/neurovoz_groupkfold5_mac.csv,,,,FOUND IN FILE,,
633,17,T2,T2_adresso_single_pod_q3o_new_adresso,RELEASED ONLY,random 10%,3.059e-02,,,237,<local data dir>/release/folds/adresso_groupkfold5_pod.csv,<local data dir>/release/folds/adresso_groupkfold5_pod.csv,lookup in cited file,<local data dir>/release/edaic_rerun/part17/T2/auc_only_results.jsonl,,,,FOUND ONLY IN SIBLING FILE,,
641,17,T2,T2_neurovoz_single_pod_q3o_new_neurovoz,RELEASED ONLY,random 10%,4.473e-02,,,1270,<local data dir>/release/folds/neurovoz_groupkfold5_pod.csv,<local data dir>/release/folds/neurovoz_groupkfold5_pod.csv,lookup in cited file,<local data dir>/release/edaic_rerun/part17/T2/conv.log,,,,FOUND ONLY IN SIBLING FILE,,
647,17,T2,T2_edaic_single_pod_omni_final_edaic,RELEASED ONLY,random 10%,3.364e-02,,,275,<local data dir>/release/folds/edaic_groupkfold5_pod.csv,<local data dir>/release/folds/edaic_groupkfold5_pod.csv,lookup in cited file,<local data dir>/release/edaic_rerun/part17/T2/conv.log,,,,FOUND ONLY IN SIBLING FILE,,
662,17,T2,T2_pcgita_seed_pod_q3o_podD2_repeats_pcgita_auc,RELEASED ONLY,random 10%,1.203e-03,,,1100,<local data dir>/release/folds/pcgita_groupkfold5_pod_seed0..4.csv,<local data dir>/release/folds/pcgita_groupkfold5_pod_seed0.csv ; <local data dir>/release/folds/pcgita_groupkfold5_pod_seed1.csv ; <local data dir>/release/folds/pcgita_groupkfold5_pod_seed2.csv ; <local data dir>/release/folds/pcgita_groupkfold5_pod_seed3.csv ; <local data dir>/release/folds/pcgita_groupkfold5_pod_seed4.csv,lookup in cited file,<local data dir>/release/edaic_rerun/part17/T2/auc_only_results.jsonl,,,,FOUND ONLY IN SIBLING FILE,,
676,17,T3,T3_all_cos,PAPER VALUE,paper value,0.0145,,,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.json,,,,FOUND ONLY IN SIBLING FILE,,closest natural statistic: 0.4132 (auc conflict [p_yes_saved]); 0.4136 (auc conflict [proj_d])
677,17,T3,T3_all_cos_bootCI,SUPPORT,random 10%,0.0129,-0.0020,0.0277,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.4132 (auc conflict [p_yes_saved]); 0.4136 (auc conflict [proj_d])
678,17,T3,T3_floor_vs_d,PAPER VALUE,paper value,0.0123,0.0005,0.0321,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.4132 (auc conflict [p_yes_saved]); 0.4136 (auc conflict [proj_d])
680,17,T3,T3_all_probe,PAPER VALUE,paper value,0.8223,0.7742,0.8671,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc all [oof_probe],0.8223,0.7742,0.8671,MATCH (recomputed),CI MATCH,
681,17,T3,T3_all_proj_d,PAPER VALUE,paper value,0.6174,0.5539,0.6800,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc all [proj_d],0.6174,0.5539,0.6800,MATCH (recomputed),CI MATCH,
682,17,T3,T3_all_perp_z,PAPER VALUE,paper value,0.8114,0.7646,0.8577,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc all [perp_z],0.8114,0.7646,0.8577,MATCH (recomputed),CI MATCH,
684,17,T3,T3_conflict_probe,PAPER VALUE,paper value,0.6178,0.5123,0.7222,146,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc conflict [oof_probe],0.6178,0.5123,0.7222,MATCH (recomputed),CI MATCH,
685,17,T3,T3_conflict_proj_d,PAPER VALUE,paper value,0.4136,0.3010,0.5424,146,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc conflict [proj_d],0.4136,0.3010,0.5424,MATCH (recomputed),CI MATCH,
686,17,T3,T3_conflict_perp_z,PAPER VALUE,paper value,0.6013,0.4929,0.7114,146,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc conflict [perp_z],0.6013,0.4929,0.7114,MATCH (recomputed),CI MATCH,
688,17,T3,T3_agreement_probe,PAPER VALUE,paper value,0.8988,0.8598,0.9328,322,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc agreement [oof_probe],0.8988,0.8598,0.9328,MATCH (recomputed),CI MATCH,
689,17,T3,T3_agreement_proj_d,PAPER VALUE,paper value,0.6984,0.6373,0.7592,322,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc agreement [proj_d],0.6984,0.6373,0.7592,MATCH (recomputed),CI MATCH,
690,17,T3,T3_agreement_perp_z,PAPER VALUE,paper value,0.8897,0.8486,0.9261,322,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc agreement [perp_z],0.8897,0.8486,0.9261,MATCH (recomputed),CI MATCH,
692,17,T3,T3_paired_perp_z,PAPER VALUE,paper value,-0.2884,-0.3884,-0.1815,468,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,<local data dir>/release/edaic_rerun/part17/T3_q2a_direction.csv,per-clip recompute (own Mann-Whitney),auc conflict [perp_z] MINUS auc agreement [perp_z],-0.2884,-0.3884,-0.1815,MATCH (recomputed),CI MATCH,
715,17,T4,T4_pitt_o25_enc_mean5,PAPER VALUE,paper value,0.7706,0.7157,0.8220,468,<local data dir>/release/overnight2/part10/pitt_enc_nested5_oof.npz,<local data dir>/release/overnight2/part10/pitt_enc_nested5_oof.npz,per-clip recompute (own Mann-Whitney),mean5 all [oof_rep0|oof_rep1|oof_rep2|oof_rep3|oof_rep4],0.7706,0.7157,0.8220,MATCH (recomputed),CI MATCH,
721,17,T4,T4_edaic_o25_llm_mean5_jsononly,PAPER VALUE,paper value,0.7001,,,275,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,,,,FOUND IN FILE,,
722,17,T4,T4_edaic_o25_enc_mean5_jsononly,PAPER VALUE,paper value,0.5884,,,275,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,,,,FOUND IN FILE,,
723,17,T4,T4_pcgita_q3o_enc_mean5,PAPER VALUE,paper value,0.8969,0.8322,0.9454,1100,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_encoder_nested_oof.csv,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_encoder_nested_oof.csv,per-clip recompute (own Mann-Whitney),mean5 all [p_probe_rep0|p_probe_rep1|p_probe_rep2|p_probe_rep3|p_probe_rep4],0.8969,0.8322,0.9454,MATCH (recomputed),CI MATCH,
725,17,T4,T4_pitt_q3o_enc_mean5,PAPER VALUE,paper value,0.8122,0.7613,0.8625,468,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_encoder_nested_oof.csv,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_encoder_nested_oof.csv,per-clip recompute (own Mann-Whitney),mean5 all [p_probe_rep0|p_probe_rep1|p_probe_rep2|p_probe_rep3|p_probe_rep4],0.8122,0.7613,0.8625,MATCH (recomputed),CI MATCH,
728,17,T4,T4_pitt_kimi_conflict,PAPER VALUE,paper value,0.7197,0.6201,0.8147,146,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.7197,0.6201,0.8147,MATCH (recomputed),CI MATCH,
729,17,T4,T4_pitt_kimi_agreement,PAPER VALUE,paper value,0.7227,0.6560,0.7896,322,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7227,0.6560,0.7896,MATCH (recomputed),CI MATCH,
730,17,T4,T4_pitt_kimi_SUPERSEDED_overnight_pooled,SUPERSEDED / NOT USED,random 10%,0.6964,0.6324,0.7575,468,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6964,0.6324,0.7575,MATCH (recomputed),CI MATCH,
734,17,T4,T4_pitt_af2_conflict,PAPER VALUE,paper value,0.6310,0.5336,0.7260,146,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6310,0.5336,0.7260,MATCH (recomputed),CI MATCH,
735,17,T4,T4_pitt_af2_agreement,PAPER VALUE,paper value,0.5544,0.4760,0.6296,322,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.5544,0.4760,0.6296,MATCH (recomputed),CI MATCH,
739,17,T4,T4_pitt_q3o_conflict_fullfit,PAPER VALUE,paper value,0.6394,0.5326,0.7451,146,<local data dir>/release/edaic_rerun/part16/pod_sync/q3o_perp_cols.npz,<local data dir>/release/edaic_rerun/part16/pod_sync/q3o_perp_cols.npz,per-clip recompute (own Mann-Whitney),auc conflict [oof],0.6394,0.5323,0.7418,MATCH (recomputed),"CI DIFF (row [0.5326, 0.7451] vs indep [0.5323, 0.7418])",
740,17,T4,T4_pitt_q3o_agreement_fullfit,PAPER VALUE,paper value,0.9032,0.8627,0.9400,322,<local data dir>/release/edaic_rerun/part16/pod_sync/q3o_perp_cols.npz,<local data dir>/release/edaic_rerun/part16/pod_sync/q3o_perp_cols.npz,per-clip recompute (own Mann-Whitney),auc agreement [oof],0.9032,0.8626,0.9374,MATCH (recomputed),"CI DIFF (row [0.8627, 0.9400] vs indep [0.8626, 0.9374])",
